18位,18Bit,18bit,X
拒付,Repudiation,repdt,X
拒绝,Refuse,rfs,X
拖欠,Arrears,ars,X
拟,Planned,plnd,X
拥有者,Ownner,Ownner,X
拨备,fncpre,fncpre,X
拼音,Spell,spell,X
持卡,,,X
持卡人,cardholder,cdr,X
持有,Have,h,X
持股,Shares,shares,X
挂失,Report Loss,rploss,X
指引,Guidelines,gudln,X
指数,Index,indx,X
指标,Indicator,ind,X
按揭,Mortgage,mtg,X
按日,By Day,byday,X
按时,on schedule,onsdl,X
挪用,Appropriation,approp,X
损失,Loss,los,X
损益,Profit And Loss,pftls,X
换卡,Change Card,chgcrd,X
授信,Loan,loan,X
授信评审,Loan Accreditation,lnad,X
授后,Loaned,loaned,X
授权,Authorization,aut,X
排列,Range,rge,X
排名,Rank,rnk,X
排查,pc,pc,X
接受,Receive,rcv,X
接收,Receive,rcv,X
控制,Control,cntl,X
控制方,Control,ctrlr,X
控股,Share Hold,shahld,X
推荐,Recommendation,,
措施,Measure,msr,X
描述,Description,desc,X
提交,Submit,submit,X
提供,Afford,affd,X
提前,In Advance,adv,X
提单,Bill Of Lading,ladbl,X
提款,Drawing,drw,X
提现,Draw Money,draw,X
提示,Prompt,prpt,X
提货,Pick Up The Goods,pugds,X
提醒,remind,rmnd,X
搜索,Search,sch,X
摊分,Repartition,reptt,X
摊销,Amortizement,amtz,X
摘要,Brief,brf,X
撤消,Cancel,cancel,X
撤销,Cancellation,cncl,X
操作,Operation,oprn,X
操作符,OperationSymbol,oprnsmbl,X
支付,Pay,pay,X
支出,Outlay,otl,X
支取,Draw,drw,X
支持,Support,suport,X
支票,Check,check,X
支行,Subbranch Bank,sbnk,X
收付,crdb,crdb,X
收入,Income,inc,X
收单,Bill,bill,X
收取,Receive,rcv,X
收回,Collected,coll,X
收息,Take Back Interest,tbint,X
收支,revenue and expenses,rev_exp,X
收文,Receive,rcv,X
收款,receivables,rcvab,X
收款人,Payee,pye,X
收益,Profit,profit,X
收益率要求,ProfitRatioReq,prr,X
收费,Charge,chrg,X
改制,Reformation,rfmt,X
放款,Loan,ln,X
政府,Government,gov,X
政策,Policy,pl,X
效期,Period Of Validity,pov,X
效益,Profit,profit,X
敏感,sensitivity,sens,X
教育,education,edctn,X
敞口,Gap,gap,X
数,Number,nbr,X
数值,Value,val,X
数字,Number,nbr,X
数据,Data,data,X
数量,Number,nbr,X
整体,Whole,whl,X
整合后,Integrated,intgd,X
整改,Rectification,rctf,X
文书,Writ,writ,X
文件,File,file,X
文件主档,Main File,mfile,X
文件档,File,file,X
文化,Culture,culture,X
文化程度,Education,edu,X
文号,Document No,docno,X
文字,Word,wrd,X
文本,Text,txt,X
文档,Document,doc,X
新,New,new,X
新增,New Gain,ngn,X
新开户,New Account,new,X
新旧,Old_New,old_new,X
新账,New Account,newac,X
方向,Direction,direct,X
方式,Fashion,fshn,X
方案,Plan,pln,X
方法,Method,mth,X
施工,Construction,const,X
无形,Immateriality,immtly,X
无欠,NotOverDue,ntovd,X
无法,Unable,unbl,X
无线寻呼,Bp,bp,X
日,Day,day,X
日均,DayAvg,DayAvg,X
日常,Daily,daily,X
日志,Log,log,X
日期,Date,dt,X
旧,Old,old,X
旬,A Period Of Ten Days,tenday,X
时效,Valid Period,vp,X
时段,Period,prid,X
时点,Break Point,brkpt,X
时间,Time,tm,X
时间戳,Timestamp,tmsmp,X
时限,Time,tm,X
明细,Detail,dtl,X
明细副档,Detail File,dfile,X
明细文件,Detail File,dfile,X
明细档,Detail File,dfile,X
映射,map,map,X
是,Yes,yes,X
是否,If,if,X
显示,Display,dsp,X
显著,Prominence,prmn,X
晚于,laterTO,ltrt,X
暴露,Exposure,exposr,X
更新,Update,udt,X
更正,Rectify,rctf,X
最低,Lowest,lwst,X
最后,Last,last,X
最大,Bigest,bgst,X
最小,Smallest,smlst,X
最差,Baddest,baddest,X
最新,Newest,nst,X
最短,Shortest,sht,X
最终,Final,fnl,X
最近,Recently,recly,X
最近一次,Lastest,ltst,X
最长,Longest,lgst,X
最高,Highest,hiest,X
月,Month,mon,X
月份,Month,mon,X
月供,Pay By Month,pbmon,X
有效,Valid,vld,X
有权,Right,rght,X
有限,Ltd.,ltd,X
服务,Service,serv,X
期,Period,prd,X
期初,termBegin,tb,X
期号,Term NO,term_no,X
期数,Stage,stg,X
期末,termEnd,te,X
期间,period,perd,X
期限,Time Limit,tmlmt,X
未,Not,not,X
未付,Unpaid,unpaid,X
未决,In Dispute,indispt,X
未到期,Undue,undue,X
未完成,Incomplete,incom,X
未收,Non-Received,norcvd,X
未来,Future,fut,X
末,End,end,X
末次,Last Time,lsttm,X
本,This,this,X
本币,Local Currency,lccy,X
本期,CurrentTerm,crnt_term,X
本段,Current Term,curtrm,X
本科,Bachelor,bachelor,X
本行,Boc,boc,X
本金,Principal Sum,pnpsum,X
本金项下,Principal,pnp,X
机器,Machine,mash,X
机构,Organization,org,X
权利,Right,rght,X
权属,Possession,poss,X
权益,Equity,eqty,X
权重,Weight,wght,X
权限,Priority,prty,X
杠杆,lever,lvr,X
条件,Condition,cd,X
条款,Item,item,X
条线,line,line,X
来,Come,come,X
来源,Origin,orig,X
架构,Architecture,archt,X
柜员,Teller,tlr,X
查询,Query,query,X
标准,Standard,std,X
标志,Flag,flag,X
标注,mark,mrk,X
标签,Label,lbl,X
标识,Flag,f,X
标题,Caption,capt,X
树,Tree,Tree,X
校验,Check,chk,X
校验位,Parity Bit,parity_bit,X
样式,Style,style,X
样本,Sample,samp,X
核准,Check,chk,X
核呆,cancel,cncl,X
核定,Ratify,raf,X
核实,Verification,verf,X
核对,Checkup,chkup,X
核心,Core,core,X
核批,Approval,approval,X
核查,Verification,verf,X
核算,Business Accounting,bsnacg,X
核算码,Apcode,apcode,X
核销,Charge Off,chrgof,X
根,Root,Root,X
格式,Format,fmt,X
档案,Archives,arch,X
档次,Level,levl,X
检查,Check,chk,X
检测,Examine,exam,X
检验,Check,chk,X
楼盘,Building,bldg,X
概率,Probability,probbty,X
概要,Schema,schm,X
模块,model,mdl,X
模型,Model,model,X
模式,Mode,mode,X
模板,Template,tpl,X
模组,Model,model,X
欠息,Overdue Interest,ovdint,X
欠款,Debt,debt,X
次,Hypo,hypo,X
次数,Time,tm,X
次级,Inferiority,infe,X
款,Funds,fnds,X
止付,Stop Pay,stoppay,X
止日,Stopping Day,stpday,X
止算日,Stopping Day,stpday,X
正值,Positive Value,pos_val,X
正常,Normal,nrml,X
正式,Formal,formr,X
步,Step,step,X
残值,Salvage Value,salgval,X
段,Period,prid,X
段落,Paragraph,prg,X
母公司,ParentFirm,prntfrm,X
每,Per,per,X
比,Contrast,contrt,X
比例,Proportion,prop,X
比率,Ratio,rto,X
比较,Compare,cmpr,X
毕业,Graduation,grdt,X
民族,National,nat,X
水平,Level,lvl,X
求偿,Claims,claims,X
汇买价,Buying Rate,brate,X
汇兑,Exchange,exg,X
汇卖价,Selling Rate,srate,X
汇总,Summary,sum,X
汇率,Exchange Rate,exgrate,X
汇票,Postal Order,PO,X
汽车,Car,car,X
法,Method,mth,X
法人,Juridical Person,jpsn,X
法务,law,law,X
法定,Legal,legal,X
法律,Law,law,X
法院,Court,court,X
注入,Afflux,afflux,X
注册,Registered,rgst,X
注销,Cancel,cancel,X
活动,Active,active,X
活期,Current,curr,X
活期一本通储蓄,Rbsy,rbsy,X
活期储蓄,Saving,sv,X
流入,fi,fi,X
流出,fo,fo,X
流动,Current,crn,X
流动性,Liquidity,lqd,X
流动比,LiquidityRatio,lqdt_rto,X
流动比率,Liquidity Ratio,lqdrto,X
流向,flow,flow,X
流水,Sequence,sqc,X
流程,Process,proc,X
流通,Currency,ccy,X
流量,Flow,flow,X
测算,Calculated,cal,X
浮动,Floating,fltg,X
海外,Overseas,ovseas,X
消费,Consume,cosum,X
涉及,Involved,invl,X
清分,Liquidate And Classify,liqcls,X
清单,List,list,X
清理,Clear,clr,X
清算,Clearing,clrg,X
渊源,Origin,orig,X
渠道,Channel,chan,X
源,Source,src,X
溢价,Premium,prem,X
满分,Full Mark,flmk,X
演变,Change,chg,X
点,Point,point,X
热点,hot,hot,X
父类,Parent,prnt,X
版本,Version,ver,X
牌告,Intimation,imtn,X
牌照,License,lcn,X
物品,Goods,gds,X
物资,Material,matral,X
牵头,Leader,leader,X
特别,Special,spec,X
特定,Special,spec,X
特征,Character,chr,X
特性,Characteristic,char,X
特殊,Special,spec,X
特长,Specialality,spclty,X
状况,Status,st,X
状态,Status,st,X
独立,Dependent,dpnd,X
率,Ratio,rto,X
环境,Environment,envrn,X
现,Now,now,X
现场,Scene,Scene,X
现时,Now,now,X
现有,Now,now,X
现汇,CashBill,cb,X
现汇买入价,Buying_Rate,buying_rate,X
现职,The Present Post,psntpst,X
现金,Cash,cash,X
现金流,CashFlow,cshflw,X
现钞,Cash,cash,X
理由,Reason,rsn,X
理财,Financing ,fncg,X
生产,Produce,prdu,X
生效,Take Effect,tkef,X
生活费,Cost Of Living,cstlv,X
用户,User,user,X
用款,Using,usg,X
用途,Use,use,X
申报,Declare,declar,X
申请,Application,apl,X
电传,Telex,telx,X
电子邮件,Email,email,X
电脑,computer,cmpt,X
电话,Telephone,tel,X
留存,Subsistence,subst,X
登记,Check In,chkin,X
百分比,Percentage,pct,X
盈余公积,FS,FS,X
盈利,Payoff,payoff,X
监控,Monitor,mntr,X
监理,Supervise,suprvs,X
监督,Supervise,supvis,X
监管,Supervise,supvis,X
盘存,Taking Inventory,tkinv,X
目录,Directory,dir,X
目标,Target,trgt,X
直接,Straight,strt,X
相关,Relational,rltnl,X
相对,Relative,rltv,X
省区,Province,prov,X
省行,Province Bank,pbnk,X
短信,sms,sms,X
短期,Short Term,st,X
码,Code,code,X
码表,Reference,ref,X
破产,Bankrupt,bndr,X
硕士,Master,mas,X
确认,Affirm,afrm,X
确认人,Confirm By,confm_by,X
社会,Society,sct,X
神通,skill,sk,X
票据,Bill,bill,X
福费廷,ForFaiting,forfaiting,X
种类,Category,cgy,X
科室,Section Office,sect_off,X
科目,Ledger,lg,X
租用,Rental,rent,X
租赁,Rent,rent,X
租赁人,Rent By,rent_by,X
租金,Rent,rent,X
积分,Score,score,X
积压,Overstock,ovstok,X
积数,Sum Number,sumnbr,X
移动电话,Mobile,mbl,X
程度,Degree,dgr,X
税,Tax,tax,X
税务,Tax,tax,X
税后,Post Tax,post_tax,X
税收,Revenue,rev,X
税金,Tax,tax,X
稳定,Stable,stable,X
稽核,Audit,audit,X
空,Null,nul,X
突发,Sudden,sudn,X
竞争,Competition,competn,X
章程,Rule,rule,X
笔数,Number,nbr,X
符号,Symbol,symb,X
符合,Accord,accd,X
第一,First,fst,X
第一次,First,fst,X
第三,third,thd,X
第三方,Third Party,thdpty,X
第二,Secondary,scdy,X
第四,Fourth,fth,X
等值,Equal Value,eq_val,X
等待,Wait For,wf,X
等级,Grade,grd,X
策略,Strategy,strty,X
筹资,Financing,fncing,X
签发,Endorse,edrs,X
签字,Signature,sgntr,X
签收,Checked,chked,X
签章,Signature,sgntr,X
签约,Underwrite,uwrt,X
签订,Sign,sgn,X
简介,Brief Introduction,brfintr,X
简历,Resume,resm,X
简名,Short Name,snm,X
简称,Short Name,snm,X
简表,Brief List,brief_list,X
算法,Arithmetic,arthm,X
管理,Management,mag,X
管理者,Manager,mager,X
管辖,Super,sup,X
类,Type,tp,X
类别,Category,cgy,X
类型,Type,tp,X
系数,Coefficient,coef,X
系统,System,stm,X
索引,Index,indx,X
索赔,Counterclaim,cntclm,X
累积,Accumulated,acm,X
累计,Accumulated,acm,X
累进,Progression,prg,X
纠纷,Dispute,dispute,X
红牌,Red_Card,Red_Card,X
红线,Red Line,redln,X
约会,date,dt,X
约束,Restriction,restrt,X
级,Level,levl,X
级别,Rank,rank,X
纯,Pure,pure,X
纳入,Bring into,brin,X
纳税,Ratepaying,rpay,X
纸文本,Paper,paper,X
线,Line,ln,X
组,Group,grp,X
组别,Group,grp,X
组建,build,bld,X
组织,Organization,org,X
细,Mini,mini,X
细分,Subsection,subn,X
细化,Detail,detail,X
细类,Detail Type,dettype,X
终审,Final Judgment,fnljdg,X
终止,End,end,X
终端,terminal,term,X
经办,Handle,hdl,X
经办人,Loaner,lnr,X
经历,Experience,exp,X
经手,Handle,hdl,X
经济,Economic,ecn,X
经济资本计量,Economical Capital Measurement,ecm,X
经理,Manager,mgr,X
经营,Operation,oprn,X
经营性,Operation,optn,X
经营范围,Operation Area,oprnarea,X
经过,Af,af,X
结息,Strike Interest,strkint,X
结息日,Clear Rate Date,crtd,X
结授比,SettlementLoanDiv,setlLoanDiv,X
结束,End,end,X
结构,Structure,strt,X
结果,Result,rslt,X
结清,Balance Off,baloff,X
结算,Settlement,setl,X
结算量,SettlementNumber,setlNum,X
结算量比,SettlementNumberDiv,setlNumDiv,X
结论,Conclusion,con,X
结账,Balance Account,bal_ac,X
绝对,Absolute,abs,X
统一,Uniform,ufrm,X
统计,Statistics,stat,X
绩效,Performance,perfm,X
续卡,Continue Card,cotinucrd,X
续存,Continued Deposit,contiu_dep,X
维,Dimension,dim,X
维护,Maintenance,maint,X
综合,Integration,intgr,X
绿色,green,grn,X
缓急,Priorities,prty,X
缓释,Sustained Release,stn_rls,X
编号,Number,no,X
编码,Code,code,X
编辑,Edit,edit,X
缴存,Pay,pay,X
缴纳,Pay,pay,X
缴费证,Pay Paper,pyr,X
缺乏,Lack,lack,X
缺口,Gap,gap,X
缺漏,Missing,missing,X
网点,Network Point,ntwrkpt,X
罚息,Punitive Interest,pntvint,X
罚款,Amercement,amerce,X
美元,Usa,usa,X
群组,group,grp,X
老,Old,old,X
老账,Old Account,oldac,X
考核,Evaluation,evl,X
耗时,Time Consuming,tmcon,X
职业,Occupation,occu,X
职务,Title,tle,X
职称,Title Of Technical Post,totp,X
职能,Function,func,X
联动,Linkage,lkg,X
联机,Online,onln,X
联系,Contact,ctc,X
联系人,Contact,contact,X
联网,Net Connected,net_connected,X
联行,Interbank,intbnk,X
股东,Stockholder,stkhd,X
股份,Share,shr,X
股利,Dividend,div,X
股本,Capital Stock,cptstk,X
股权,Stockholders Equity,seqty,X
股票,Stock,stck,X
背景,Background,bkgrd,X
能力,Ability,ablt,X
能手,Master Hand,msthnd,X
脱期,Over Period,ovprd,X
自动,Automated,auto,X
自有,Self Own,self,X
自然人,Nature Person,ntrpsn,X
自给,selfSufficiency,slfSffc,X
至,To,to,X
良好,Good,good,X
节点,Node,node,X
英文,English,eng,X
范围,Area,area,X
药品,medicine,mdcn,X
获得,Gain,gn,X
营业,Business,bsn,X
营业外,Outsides Business,out_bsn,X
营业执照,Business License,bsnlcn,X
营利性,forProfit,fpft,X
落实,Fulfil,flfl,X
董事会,Directorate,dirtrt,X
薄弱,Weakness,weak,X
融资,Finance,finance,X
融通,Circulation,circl,X
行,Bank,bnk,X
行业,Industry,idy,X
行为,Activity,act,X
行号,Bank Number,bnkno,X
行政,Administration,adm,X
街道,Street,street,X
补充,Complementary,cmplt,X
补助,subsidy,sbd,X
补卡,Repair Card,reparcrd,X
补录,Post,post,X
补登,Make Up,makeup,X
补缴,Pay,pay,X
补计,Complementary Calculate,cmpltclc,X
补贴,Allowance,allw,X
表,List,list,X
表内,Intable,intab,X
表决,Vote,vote,X
表号,Table Identify,tabid,X
表外,Extable,extab,X
表现,Behave,bhv,X
被保证人,Warrantee,wrrt,X
被催收,Dunned,dunned,X
裁剪,Cut Out,cut,X
装饰,Decorate,decrt,X
西,West,west,X
要求,Request,req,X
要点,Points,points,X
要素,Factor,fctr,X
覆盖,Coverage,covg,X
规划,Programming,progm,X
规则,Rule,rule,X
规格,Standards,stds,X
规模,Size,sz,X
角色,Role,role,X
解,Un,un,X
解决,Solve,solve,X
解冻,Release,release,X
解除,Release,rls,X
触发,Tvrigger,trg,X
警戒,Alerm,alerm,X
计价,calculate,clt,X
计分,Scoring,scrg,X
计划,Plan,pln,X
计息,Interest Calculated,intcal,X
计提,Calculate Draw,cal_draw,X
计算,Calculate,clc,X
计量,Measure,msr,X
认定,Cognizance,cog,X
议题,Topic,topic,X
记名,Sign,sgn,X
记录,Record,rcrd,X
记账,Account,ac,X
记账货币,Money Of Account,mon_of_ac,X
许可证,Licence,lcn,X
设备,Equipment,eqpt,X
设施,Establishment,estbl,X
设置,setting,set,X
访谈,Visit,vst,X
证,Certificate,cert,X
证书,Certificate,ctf,X
证件,Certificate,ctf,X
证明,Prove,prove,X
评价,Appraise,apr,X
评估,Evaluation,evl,X
评分,Scoring,scr,X
评委,Jury,jury,X
评定,Assess,ass,X
评审,Accreditation,acdt,X
评级,Grade,grd,X
识别,discern,dcrn,X
诉讼,Lawsuit,lwst,X
语句,Sentence,sntnc,X
语言,Language,lang,X
说明,Explain,expl,X
调出,Translate,tasl,X
调整,Adjust,adj,X
调查,Survey,svy,X
调级,Adjust,adj,X
调节,Adjustment,adj,X
负债,Liability,lby,X
负债率,Debt Ratio,dbrto,X
负值,Negative Value,neg_val,X
负责人,Principal,prncpl,X
负面,ngt,ngt,X
贡献,Contributing,ctbg,X
财产,Assets,asts,X
财务,Financial,fnc,X
财政,Finance,fnc,X
责任,Responsibility,resp,X
责任人,Responder,resper,X
账,Account,ac,X
账务,Account,ac,X
账单,Bill,bill,X
账号,Account Number,acno,X
账户,Account,ac,X
账面,Account,ac,X
账龄,AccountAge,acage,X
货币,Currency,ccy,X
货物,Goods,gds,X
质押,Pledge,plg,X
质押品,PledgeRes,plgres,X
质押物,Pledge,plg,X
质权,Right Of Pledge,plgrt,X
质量,Quality,qly,X
购买,Buy,buy,X
购房,Buying House,bhse,X
购置,Purchase,pch,X
贴现,Discount,dscnt,X
贷方,Credit,cr,X
贷款,Loan,loan,X
贷款证,Loan License,loanlcn,X
贷记卡,Credit Card,crcrd,X
贸易,Trade,trade,X
费,Fee,fee,X
费用,Fee,fee,X
资不抵债,Insolvency,insolvency,X
资产,Asset,ast,X
资控,,,X
资料,Material,mtr,X
资本,Capital,cptl,X
资格,Qualification,qlfictn,X
资源,Resource,rsrc,X
资质,Intelligence,,X
资金,Fund,fnd,X
起始日,Starting Day,strday,X
起息,Value,val,X
起息日,Value Date,valdt,X
起日,Begin Day,bgd,X
起算日,Starting Day,strday,X
超限,Over Limit,ovlimt,X
趋势,Trend,trend,X
跌价,Cheapen,cheapen,X
跨,Over,ov,X
跨区,overarea,ovra,X
路径,Path,path,X
跳转,Change To,chgto,X
身份证号,Identify Number,idno,X
车架,Carcase,ccs,X
车辆,Cars,cars,X
车龄,Car Age,cage,X
转,Change To,chgto,X
转口,Transit,trst,X
转存,Transfer Deposit,tfr_dep,X
转换,transfer,tfr,X
转移,move,mv,X
转账,Transfer Accounts,tfrac,X
较差,Worse,worse,X
辅币,Fractional Currency,frtccy,X
输入,Input,inpt,X
辖内,Dominant,dmt,X
达到标准,Up To Scratch,upscratch,X
过万,More Than Ten Thousand,thsnd,X
过期,Over Time,over,X
过程,Process,prcs,X
运营,Operation,oprn,X
运输,Transport,tnsp,X
近三年,lststThrY,lststThrY,X
近期,Up To Date,uptodt,X
返回,Return,retn,X
返还,Return,retn,X
还,Pay,pay,X
还息,Repayment Of Interest,rpint,X
还本,Repayment Of Principal,rppnp,X
还款,Repayment,repymt,X
进出口,Import And Export,impexp,X
进口,Import,imp,X
进口商,Importer,impter,X
进行,Process,proc,X
进项,Receipts item,receipts_itm,X
违约,Breach Of Faith,brech_fath,X
违约金,Penalty,pny,X
违规,Deregulation,dereg,X
违诺,break promise,bkpms,X
追加,Superaddition,supadd,X
追索,claim,clm,X
追索权,Recourse,rcs,X
退出,Quit,quit,X
退回,Return,rtn,X
退档,Rejected,Rejected,X
适用,apply,apply,X
适用性,Applicability,appty,X
逃废债,Messy Debt,msdb,X
选取,Selected,seld,X
选择,Choose,chs,X
透支,Overdraft,ovrdf,X
逐笔,Per Stroke,perstrk,X
递增率,Incremental Ratio,inrto,X
递延,Defered,defer,X
通信,Mail,mail,X
通信地址,Address,adr,X
通存通兑,Connected Bank Operation,cbo,X
通知,Inform,ifm,X
通知书,Notice,ntc,X
通融,Accommodation,accmd,X
通讯,Message,msg,X
通过,Pass,pass,X
速动,sd,sd,X
逻辑,Logic,logic,X
逾期,Overdue,ovd,X
道路,Road,road,X
遵守,comply,cply,X
邮政,Post,post,X
邮政编码,Postcode,pstcd,X
邮程,Post Day,post_day,X
邮编,Zipcode,zip,X
部分,Part,part,X
部门,Department,dept,X
配偶,Spouse,sps,X
释放,Release,release,X
重大,Important,impt,X
重整,Reforming,refm,X
重点,Important,impt,X
重组,Reorganization,reorg,X
重置,Reset,reset,X
重要,Important,impt,X
重设,Reset,reset,X
重量,Weight,wght,X
量,Quantity,quty,X
量化,Numberical,nbrc,X
金卡,Gold Card,gcrd,X
金融,Finance,fnc,X
金额,Sum,sum,X
鉴别,Distinguish,distgsh,X
钞买价,Banknote Buying Rate,bnbrate,X
钞卖价,Banknote Selling Rate,bnsrate,X
钞汇,Currency Bill,curbill,X
银团,Bank,bank,X
银监,CBRC,cbrc,X
银行,Bank,bnk,X
销售,Sale,sale,X
销户,Cancel,cancel,X
销项,Quash item,quash_itm,X
错误,Error,err,X
镇区,Township,twp,X
长,Long,long,X
长城,Greate Wall,gw,X
门类,category,ctgy,X
问题,Problem,prob,X
间隔,Interval,intl,X
阈值,threshold,thld,X
阶段,Phase,phase,X
附件,Accessory,acesy,X
附加,Additional,add,X
附加费,Associate Charge,achg,X
附属,sub,sub,X
附注,Appendix,appdx,X
附言,ps,PS,X
限制,Limit,lim,X
限期,Deadline,deadln,X
限额,Quota,qta,X
隐瞒,Disguise,disguis,X
隶属,Subjection,sbjctn,X
集合,collection,col,X
集团,Group,grp,X
零售,Retail,rtl,X
零售定期,Rbfix,rbfix,X
零售定期一本通,Rbfx,rbfx,X
零售普通,Rbsav,rbsav,X
零售活期,Rbsv,rbsv,X
零售活期一本通,Rbsy,rbsy,X
非,Not,not,X
面值,Par Value,pval,X
面积,Area,area,X
页面,page,pg,X
项,Item,itm,X
项目,Project,prj,X
顺序,Sequence,seq,X
预先,Beforehand,bfhd,X
预售,Presell,psl,X
预期,Expected,expect,X
预测,Predict,prdct,X
预算,Buget,bdgt,X
预警,Early Warning,earlywrn,X
预计,Expected,expect,X
领卡,Get Card,getcrd,X
领域,domain,dmn,X
领导,Leader,leader,X
频率,Frequency,freqy,X
额,Amount,amt,X
额度,Limit,lmt,X
风险,Risk,rsk,X
首期,First Period,fstpd,X
首次,First,frst,X
首笔,First,frst,X
首页,firstPage,fp,X
高,high,high,X
高于,Higher,higher,X
高级,High_Level,hghlvl,X
黄牌,Yellow_Card,Yellow_Card,X
黄金,Gold,gold,X
黑名单,Black List,black_list,X
